stift_kode,Stift,provsti_kode,Provsti,sognekode,Sogn
1,Københavns Stift,114,Vor Frue-Vesterbro Provsti,9346,Sankt Petri Tyske Menighed
10,Haderslev Stift,1007,Hedensted Provsti,2524,Dansk KFUK – London
10,Haderslev Stift,1007,Hedensted Provsti,2541,Den Danske Kirke – Brisbane
10,Haderslev Stift,1007,Hedensted Provsti,2503,Den Danske Kirke – Buenos Aires
10,Haderslev Stift,1007,Hedensted Provsti,2511,Den Danske Kirke – Christianskirken – Berlin
10,Haderslev Stift,1007,Hedensted Provsti,2529,Den Danske Kirke – Dhaka
10,Haderslev Stift,1007,Hedensted Provsti,2528,Den Danske Kirke – Dubai
10,Haderslev Stift,1007,Hedensted Provsti,2507,Den Danske kirke – Edmonton
10,Haderslev Stift,1007,Hedensted Provsti,2510,Den Danske Kirke – Frederikskirken – Paris
10,Haderslev Stift,1007,Hedensted Provsti,2521,Den Danske Kirke – Frederikskirken – Sydney
10,Haderslev Stift,1007,Hedensted Provsti,2522,Den Danske Kirke – Geneve
10,Haderslev Stift,1007,Hedensted Provsti,2526,Den Danske Kirke – Granly – Surrey
10,Haderslev Stift,1007,Hedensted Provsti,2525,Den Danske Kirke – Grimsby
10,Haderslev Stift,1007,Hedensted Provsti,2527,Den Danske Kirke – Jerusalem
10,Haderslev Stift,1007,Hedensted Provsti,2513,Den Danske Kirke – London
10,Haderslev Stift,1007,Hedensted Provsti,2504,Den Danske Kirke – Luxembourg
10,Haderslev Stift,1007,Hedensted Provsti,2523,Den Danske Kirke – Malaga Øst
10,Haderslev Stift,1007,Hedensted Provsti,2516,Den Danske Kirke – Margrethekirken – Mijas
10,Haderslev Stift,1007,Hedensted Provsti,2542,Den Danske Kirke – Melbourne
10,Haderslev Stift,1007,Hedensted Provsti,2531,Den Danske Kirke – Necochea
10,Haderslev Stift,1007,Hedensted Provsti,2518,Den Danske Kirke – New Zealand
10,Haderslev Stift,1007,Hedensted Provsti,2509,Den Danske Kirke – Nice
10,Haderslev Stift,1007,Hedensted Provsti,2514,Den Danske Kirke – Sharon – Calgary
10,Haderslev Stift,1007,Hedensted Provsti,2539,Den Danske Kirke – Småland
10,Haderslev Stift,1007,Hedensted Provsti,2532,Den Danske Kirke – Tandil
10,Haderslev Stift,1007,Hedensted Provsti,2575,Den Danske Kirke – Thailand
10,Haderslev Stift,1007,Hedensted Provsti,2502,Den Danske Kirke – Toronto
10,Haderslev Stift,1007,Hedensted Provsti,2533,Den Danske Kirke – Tres Arroyos
10,Haderslev Stift,1007,Hedensted Provsti,2506,Den Danske Kirke – Vancouver
10,Haderslev Stift,1007,Hedensted Provsti,2508,Den Danske Kirke – Vor Frue Kirke – Bruxelles
10,Haderslev Stift,1007,Hedensted Provsti,2535,Den Danske Menighed – Athen
10,Haderslev Stift,1007,Hedensted Provsti,2534,Den Danske Menighed – Newcastle
10,Haderslev Stift,1007,Hedensted Provsti,2537,Den Danske Menighed – Oslo
10,Haderslev Stift,1007,Hedensted Provsti,2536,Den Danske Menighed – Rom
10,Haderslev Stift,1007,Hedensted Provsti,2538,Den Danske Menighed – Skåne
10,Haderslev Stift,1007,Hedensted Provsti,2543,Den Danske menighed – Stockholm
10,Haderslev Stift,1007,Hedensted Provsti,2540,Den Danske Menighed – Wien
10,Haderslev Stift,1007,Hedensted Provsti,2505,Den Danske Sømandskirke – Benediktekirken – Hamborg
10,Haderslev Stift,1007,Hedensted Provsti,2515,Den Danske Sømandskirke – Gøteborg
10,Haderslev Stift,1007,Hedensted Provsti,2501,Den Danske Sømandskirke – Hong Kong
10,Haderslev Stift,1007,Hedensted Provsti,2519,Den Danske Sømandskirke – Hull
10,Haderslev Stift,1007,Hedensted Provsti,2512,Den Danske Sømandskirke – New York
10,Haderslev Stift,1007,Hedensted Provsti,2517,Den Danske Sømandskirke – Rotterdam
10,Haderslev Stift,1007,Hedensted Provsti,2520,Den Danske Sømandskirke – Singapore
10,Haderslev Stift,1007,Hedensted Provsti,2500,Internationalt Sømandscenter – Algeciras
10,Haderslev Stift,1007,Hedensted Provsti,2530,Internationalt Sømandscenter – Pelepas
10,Haderslev Stift,1007,Hedensted Provsti,2502,Uden provstinavn (id: 2502)
10,Haderslev Stift,1007,Hedensted Provsti,2552,Ansgar-Kirken menighed Flensborg-Nord
10,Haderslev Stift,1007,Hedensted Provsti,2569,Arnæs danske Menighed
10,Haderslev Stift,1007,Hedensted Provsti,2544,Aventoft Danske Menighed
10,Haderslev Stift,1007,Hedensted Provsti,2548,Den Danske Menighed for Frederiksstad og Omegn
10,Haderslev Stift,1007,Hedensted Provsti,2547,Den Danske Menighed for Husum og Omegn
10,Haderslev Stift,1007,Hedensted Provsti,2545,Den Danske Menighed for Læk og omegn
10,Haderslev Stift,1007,Hedensted Provsti,2573,Den danske Menighed for Thumby/Strukstrup
10,Haderslev Stift,1007,Hedensted Provsti,2549,Den Danske Menighed i Bredsted og Omegn
10,Haderslev Stift,1007,Hedensted Provsti,2567,Den danske menighed i Lyksborg og omegn
10,Haderslev Stift,1007,Hedensted Provsti,2572,Den danske Menighed i Sønder Brarup og Stenfeld
10,Haderslev Stift,1007,Hedensted Provsti,2560,Den Danske menighed i Tarp
10,Haderslev Stift,1007,Hedensted Provsti,2559,Den Danske menighed i Valsbøl – Medelby – Store Vi og Skovlund
10,Haderslev Stift,1007,Hedensted Provsti,2546,Den Danske Menighed på Sild
10,Haderslev Stift,1007,Hedensted Provsti,2565,Egernførde danske Menighed
10,Haderslev Stift,1007,Hedensted Provsti,2570,Gulde-Gelting danske Menighed
10,Haderslev Stift,1007,Hedensted Provsti,2558,Hanved Menighed
10,Haderslev Stift,1007,Hedensted Provsti,2557,Harreslev danske Menighed
10,Haderslev Stift,1007,Hedensted Provsti,2553,Helligånds Sogns Menighed
10,Haderslev Stift,1007,Hedensted Provsti,2566,Holtenå danske Menighed
10,Haderslev Stift,1007,Hedensted Provsti,2561,Jaruplund danske Menighed
10,Haderslev Stift,1007,Hedensted Provsti,2568,Kappel danske Menighed
10,Haderslev Stift,1007,Hedensted Provsti,2571,Midtangels danske Menighed
10,Haderslev Stift,1007,Hedensted Provsti,2564,Rendsborg og omegns danske Menighed
10,Haderslev Stift,1007,Hedensted Provsti,2554,Sct. Hans og Adelby danske Menighed
10,Haderslev Stift,1007,Hedensted Provsti,2555,Sct. Jørgen-Mørvig danske Menighed
10,Haderslev Stift,1007,Hedensted Provsti,2563,Slesvig og omegns danske Menighed
10,Haderslev Stift,1007,Hedensted Provsti,2556,Sporskifte danske Menighed
10,Haderslev Stift,1007,Hedensted Provsti,2550,Tønning Danske Menighed
10,Haderslev Stift,1007,Hedensted Provsti,2562,Vanderup danske Menighed
10,Haderslev Stift,1007,Hedensted Provsti,2551,Vestejdersted Danske Menighed
